Flight_ID,Day,Start_Time,End_Time,Duration_Min,Distance_Km,Payload_Kg,Status
FLIGHT-1054,6,20:56:42,20:58:20,1.63,0.98,0.71,Success
FLIGHT-1055,6,21:05:17,21:09:07,3.83,2.3,0.81,Success
FLIGHT-1056,6,21:12:19,21:14:40,2.35,1.41,1.27,Success
FLIGHT-1057,6,21:18:22,21:20:31,2.15,1.29,1.71,Success
FLIGHT-1058,6,21:25:29,21:30:15,4.77,2.86,1.65,Success
FLIGHT-1059,6,21:36:10,21:40:42,4.53,2.72,0.7,Success
FLIGHT-1060,6,21:48:40,21:51:55,3.25,1.95,1.59,Success
FLIGHT-1061,6,21:55:09,21:58:36,3.45,2.07,0.97,Success
FLIGHT-1062,6,22:05:53,22:09:46,3.88,2.33,1.72,Success
FLIGHT-1063,6,22:12:20,22:16:52,4.53,2.72,0.71,Success
FLIGHT-1064,6,22:19:21,22:21:39,2.3,1.38,0.59,Success
FLIGHT-1065,6,22:24:50,22:29:49,4.98,2.99,0.98,Success
FLIGHT-1066,6,22:34:59,22:39:21,4.37,2.62,1.79,Success
FLIGHT-1067,6,22:41:26,22:45:27,4.02,2.41,0.65,Success
FLIGHT-1068,6,22:53:03,22:57:26,4.38,2.63,1.47,Success
FLIGHT-1069,6,23:04:09,23:07:49,3.67,2.2,0.77,Success
FLIGHT-1070,6,23:12:44,23:14:34,1.83,1.1,1.52,Success
FLIGHT-1071,6,23:19:32,23:21:21,1.82,1.09,0.93,Success
FLIGHT-1072,6,23:25:09,23:28:47,3.63,2.18,1.4,Success
FLIGHT-1073,6,23:31:21,23:34:53,3.53,2.12,1.46,Success
FLIGHT-1074,6,23:36:53,23:41:50,4.95,2.97,1.77,Success
FLIGHT-1075,6,23:49:20,23:51:31,2.18,1.31,1.32,Success
FLIGHT-1076,6,23:56:37,24:00:13,3.6,2.16,1.22,Success
FLIGHT-1077,6,24:02:15,24:05:40,3.42,2.05,1.9,Success
FLIGHT-1078,6,24:11:52,24:14:22,2.5,1.5,1.04,Success
FLIGHT-1079,6,24:18:52,24:21:43,2.85,1.71,1.11,Success
FLIGHT-1080,6,24:24:52,24:26:48,1.93,1.16,1.52,Success
FLIGHT-1081,6,24:31:57,24:34:13,2.27,1.36,1.8,Success
FLIGHT-1082,6,24:39:21,24:43:30,4.15,2.49,1.99,Warning_HighWind
FLIGHT-1083,6,24:46:03,24:50:42,4.65,2.79,0.88,Success
FLIGHT-1084,6,24:54:03,24:58:51,4.8,2.88,1.82,Success
FLIGHT-1085,7,0:01:28,0:03:11,1.72,1.03,1.97,Success
FLIGHT-1086,7,0:06:39,0:09:04,2.42,1.45,1.3,Success
FLIGHT-1087,7,0:11:25,0:13:29,2.07,1.24,1.84,Success
FLIGHT-1088,7,0:20:01,0:22:50,2.82,1.69,0.88,Success
FLIGHT-1089,7,0:30:39,0:34:22,3.72,2.23,0.97,Success
FLIGHT-1090,7,0:36:37,0:38:57,2.33,1.4,0.58,Success
FLIGHT-1091,7,0:44:01,0:46:36,2.58,1.55,0.5,Warning_HighWind
FLIGHT-1092,7,0:53:13,0:57:24,4.18,2.51,0.75,Success
FLIGHT-1093,7,0:59:41,1:02:21,2.67,1.6,1.89,Success
FLIGHT-1094,7,1:08:40,1:12:14,3.57,2.14,1.02,Success
FLIGHT-1095,7,1:18:57,1:22:12,3.25,1.95,0.67,Success
FLIGHT-1096,7,1:29:01,1:31:57,2.93,1.76,1.63,Success
FLIGHT-1097,7,1:34:14,1:38:45,4.52,2.71,1.01,Success
FLIGHT-1098,7,1:42:03,1:45:58,3.92,2.35,1.8,Success
FLIGHT-1099,7,1:53:11,1:57:56,4.75,2.85,1.98,Success
FLIGHT-1100,7,2:04:51,2:07:30,2.65,1.59,0.87,Success
FLIGHT-1101,7,2:10:21,2:13:44,3.38,2.03,0.65,Success
FLIGHT-1102,7,2:19:54,2:24:18,4.4,2.64,1.11,Success
FLIGHT-1103,7,2:28:25,2:30:14,1.82,1.09,1.74,Success
FLIGHT-1104,7,2:36:14,2:39:36,3.37,2.02,0.85,Success
FLIGHT-1105,7,2:46:54,2:51:28,4.57,2.74,0.94,Success
FLIGHT-1106,7,2:53:49,2:58:41,4.87,2.92,1.86,Success
FLIGHT-1107,7,3:02:18,3:07:00,4.7,2.82,1.93,Success
FLIGHT-1108,7,3:13:32,3:15:39,2.12,1.27,0.98,Success
FLIGHT-1109,7,3:22:16,3:27:00,4.73,2.84,1.45,Success
FLIGHT-1110,7,3:33:50,3:37:13,3.38,2.03,0.79,Success
FLIGHT-1111,7,3:44:33,3:49:01,4.47,2.68,1.21,Success
FLIGHT-1112,7,3:52:01,3:54:24,2.38,1.43,0.52,Success
FLIGHT-1113,7,3:57:37,4:02:18,4.68,2.81,1.86,Success
FLIGHT-1114,7,4:07:18,4:09:58,2.67,1.6,1.26,Success
FLIGHT-1115,7,4:15:23,4:18:10,2.78,1.67,1.17,Success
FLIGHT-1116,7,4:22:14,4:25:04,2.83,1.7,1.26,Success
FLIGHT-1117,7,4:32:43,4:36:21,3.63,2.18,0.73,Success
FLIGHT-1118,7,4:39:05,4:42:11,3.1,1.86,0.56,Success
FLIGHT-1119,7,4:44:54,4:46:50,1.93,1.16,1.03,Success
FLIGHT-1120,7,4:52:01,4:56:35,4.57,2.74,1.56,Success
FLIGHT-1121,7,5:04:10,5:07:06,2.93,1.76,1.43,Success
FLIGHT-1122,7,5:09:40,5:12:28,2.8,1.68,1.44,Success
FLIGHT-1123,7,5:17:16,5:21:16,4,2.4,1.62,Success
FLIGHT-1124,7,5:23:58,5:27:42,3.73,2.24,1.73,Success
FLIGHT-1125,7,5:29:47,5:32:59,3.2,1.92,1.43,Success
FLIGHT-1126,7,5:37:04,5:41:41,4.62,2.77,0.7,Success
FLIGHT-1127,7,5:46:30,5:48:50,2.33,1.4,1.46,Success
FLIGHT-1128,7,5:51:04,5:53:35,2.52,1.51,1.74,Success
FLIGHT-1129,7,5:57:44,6:01:20,3.6,2.16,0.66,Success
FLIGHT-1130,7,6:06:54,6:11:31,4.62,2.77,0.54,Success
FLIGHT-1131,7,6:14:44,6:16:38,1.9,1.14,1.41,Success
FLIGHT-1132,7,6:24:21,6:28:38,4.28,2.57,0.81,Success
FLIGHT-1133,7,6:35:50,6:39:29,3.65,2.19,1.1,Success
FLIGHT-1134,7,6:46:52,6:49:42,2.83,1.7,0.67,Success
FLIGHT-1135,7,6:55:04,6:57:58,2.9,1.74,1.32,Success
FLIGHT-1136,7,7:04:31,7:06:42,2.18,1.31,0.75,Warning_HighWind
FLIGHT-1137,7,7:09:54,7:11:37,1.72,1.03,1.64,Success
FLIGHT-1138,7,7:14:23,7:17:39,3.27,1.96,0.58,Success
FLIGHT-1139,7,7:23:45,7:25:33,1.8,1.08,0.63,Success
FLIGHT-1140,7,7:30:26,7:33:27,3.02,1.81,1.44,Success
FLIGHT-1141,7,7:40:24,7:42:12,1.8,1.08,1.35,Success
FLIGHT-1142,7,7:49:30,7:53:10,3.67,2.2,1.15,Success
FLIGHT-1143,7,8:00:17,8:03:26,3.15,1.89,1.91,Success
FLIGHT-1144,7,8:08:34,8:10:57,2.38,1.43,1.09,Success
FLIGHT-1145,7,8:15:20,8:19:55,4.58,2.75,1.38,Success
FLIGHT-1146,7,8:24:22,8:27:11,2.82,1.69,1.49,Success
FLIGHT-1147,7,8:34:44,8:39:32,4.8,2.88,1.23,Success
FLIGHT-1148,7,8:42:39,8:46:42,4.05,2.43,1.94,Success
FLIGHT-1149,7,8:51:01,8:53:14,2.22,1.33,1.3,Success
FLIGHT-1150,7,8:59:09,9:01:04,1.92,1.15,1.27,Success
FLIGHT-1151,7,9:06:57,9:11:47,4.83,2.9,1.04,Success
FLIGHT-1152,7,9:18:50,9:22:23,3.55,2.13,1.61,Success
FLIGHT-1153,7,9:27:25,9:29:06,1.68,1.01,1.55,Success
FLIGHT-1154,7,9:36:44,9:40:55,4.18,2.51,1.91,Success
FLIGHT-1155,7,9:48:50,9:50:41,1.85,1.11,0.66,Success
FLIGHT-1156,7,9:53:31,9:56:11,2.67,1.6,1.33,Success
FLIGHT-1157,7,9:59:03,10:02:19,3.27,1.96,0.63,Success
FLIGHT-1158,7,10:06:41,10:11:22,4.68,2.81,1.74,Success
FLIGHT-1159,7,10:13:30,10:15:14,1.73,1.04,0.71,Success
FLIGHT-1160,7,10:22:41,10:26:39,3.97,2.38,1.75,Success
FLIGHT-1161,7,10:29:13,10:32:41,3.47,2.08,1.93,Success
FLIGHT-1162,7,10:36:39,10:38:42,2.05,1.23,0.58,Success
FLIGHT-1163,7,10:44:24,10:47:48,3.4,2.04,1.22,Success
FLIGHT-1164,7,10:55:41,10:58:56,3.25,1.95,1.57,Warning_HighWind
FLIGHT-1165,7,11:01:14,11:04:53,3.65,2.19,0.68,Success
FLIGHT-1166,7,11:08:57,11:11:17,2.33,1.4,1.23,Success
FLIGHT-1167,7,11:13:18,11:14:55,1.62,0.97,0.92,Success
FLIGHT-1168,7,11:20:26,11:23:47,3.35,2.01,0.78,Success
FLIGHT-1169,7,11:26:00,11:30:31,4.52,2.71,1.62,Success
FLIGHT-1170,7,11:35:17,11:37:06,1.82,1.09,1.88,Success
FLIGHT-1171,7,11:43:59,11:48:37,4.63,2.78,1.21,Success
FLIGHT-1172,7,11:53:01,11:55:21,2.33,1.4,1.61,Success
FLIGHT-1173,7,12:00:40,12:04:38,3.97,2.38,1.28,Success
FLIGHT-1174,7,12:11:26,12:16:02,4.6,2.76,1.67,Success
FLIGHT-1175,7,12:23:05,12:25:16,2.18,1.31,0.79,Success
FLIGHT-1176,7,12:27:47,12:29:42,1.92,1.15,1.2,Success
FLIGHT-1177,7,12:35:33,12:39:08,3.58,2.15,1.07,Success
FLIGHT-1178,7,12:45:56,12:47:27,1.52,0.91,0.89,Success
FLIGHT-1179,7,12:54:17,12:58:45,4.47,2.68,1.37,Success
FLIGHT-1180,7,13:02:12,13:04:53,2.68,1.61,0.66,Success
FLIGHT-1181,7,13:09:49,13:13:37,3.8,2.28,1.8,Success
FLIGHT-1182,7,13:15:49,13:17:58,2.15,1.29,1.28,Success
FLIGHT-1183,7,13:25:47,13:27:35,1.8,1.08,0.8,Success
FLIGHT-1184,7,13:31:54,13:33:47,1.88,1.13,1.13,Success
FLIGHT-1185,7,13:37:38,13:39:12,1.57,0.94,0.75,Success
FLIGHT-1186,7,13:45:30,13:48:29,2.98,1.79,1.27,Success
FLIGHT-1187,7,13:52:16,13:56:21,4.08,2.45,1.3,Success
FLIGHT-1188,7,14:00:27,14:04:11,3.73,2.24,1.9,Success
FLIGHT-1189,7,14:10:24,14:15:01,4.62,2.77,1.7,Success
FLIGHT-1190,7,14:22:30,14:24:51,2.35,1.41,1.44,Success
FLIGHT-1191,7,14:30:58,14:34:34,3.6,2.16,1.5,Success
FLIGHT-1192,7,14:38:56,14:41:50,2.9,1.74,1.06,Success
FLIGHT-1193,7,14:46:20,14:49:14,2.9,1.74,1.2,Success
FLIGHT-1194,7,14:53:44,14:57:16,3.53,2.12,0.81,Success
FLIGHT-1195,7,15:04:51,15:08:59,4.13,2.48,0.53,Success
FLIGHT-1196,7,15:16:55,15:20:01,3.1,1.86,0.63,Success
FLIGHT-1197,7,15:25:02,15:26:59,1.95,1.17,1.74,Success
FLIGHT-1198,7,15:34:31,15:37:43,3.2,1.92,1.91,Success
FLIGHT-1199,7,15:40:24,15:44:39,4.25,2.55,0.91,Success
FLIGHT-1200,7,15:49:58,15:53:08,3.17,1.9,1.89,Success
FLIGHT-1201,7,15:57:53,16:01:45,3.87,2.32,0.6,Success
FLIGHT-1202,7,16:03:48,16:06:52,3.07,1.84,1.46,Success
FLIGHT-1203,7,16:10:29,16:14:42,4.22,2.53,1.44,Success
FLIGHT-1204,7,16:17:44,16:21:14,3.5,2.1,0.99,Success
FLIGHT-1205,7,16:27:28,16:31:50,4.37,2.62,0.86,Success
FLIGHT-1206,7,16:35:45,16:38:23,2.63,1.58,0.93,Success
FLIGHT-1207,7,16:44:55,16:48:16,3.35,2.01,1.93,Success
FLIGHT-1208,7,16:54:21,16:58:37,4.27,2.56,0.52,Success
FLIGHT-1209,7,17:02:48,17:07:14,4.43,2.66,0.92,Success
FLIGHT-1210,7,17:10:02,17:13:37,3.58,2.15,0.56,Success
FLIGHT-1211,7,17:16:27,17:18:39,2.2,1.32,1.25,Warning_HighWind
FLIGHT-1212,7,17:21:58,17:26:32,4.57,2.74,1.7,Success
FLIGHT-1213,7,17:31:46,17:35:08,3.37,2.02,0.62,Success
FLIGHT-1214,7,17:42:12,17:44:57,2.75,1.65,1.32,Success
FLIGHT-1215,7,17:50:02,17:52:58,2.93,1.76,0.74,Success
FLIGHT-1216,7,17:55:13,17:59:27,4.23,2.54,1.1,Success
FLIGHT-1217,7,18:02:11,18:06:06,3.92,2.35,0.76,Success
FLIGHT-1218,7,18:08:24,18:11:42,3.3,1.98,0.8,Success
FLIGHT-1219,7,18:14:15,18:18:58,4.72,2.83,1.01,Warning_HighWind
FLIGHT-1220,7,18:24:48,18:29:34,4.77,2.86,1.18,Success
FLIGHT-1221,7,18:33:41,18:38:09,4.47,2.68,1.28,Success
FLIGHT-1222,7,18:41:26,18:44:20,2.9,1.74,1.65,Success
FLIGHT-1223,7,18:47:17,18:51:51,4.57,2.74,0.78,Success
FLIGHT-1224,7,18:56:41,18:59:13,2.53,1.52,0.94,Success
FLIGHT-1225,7,19:02:49,19:07:28,4.65,2.79,1.15,Success
FLIGHT-1226,7,19:13:53,19:16:57,3.07,1.84,1.83,Warning_HighWind
FLIGHT-1227,7,19:19:17,19:22:18,3.02,1.81,1.89,Warning_HighWind
FLIGHT-1228,7,19:27:19,19:29:13,1.9,1.14,1.94,Success
FLIGHT-1229,7,19:34:30,19:36:56,2.43,1.46,0.92,Success
FLIGHT-1230,7,19:43:32,19:45:41,2.15,1.29,0.73,Success
FLIGHT-1231,7,19:48:35,19:53:04,4.48,2.69,0.67,Success
FLIGHT-1232,7,19:58:21,20:01:45,3.4,2.04,0.89,Success
FLIGHT-1233,7,20:09:06,20:10:54,1.8,1.08,1.92,Success
FLIGHT-1234,7,20:13:35,20:16:03,2.47,1.48,1.31,Success
FLIGHT-1235,7,20:19:05,20:21:36,2.52,1.51,1.54,Success
FLIGHT-1236,7,20:27:41,20:32:29,4.8,2.88,1.3,Success
FLIGHT-1237,7,20:37:45,20:41:52,4.12,2.47,1.25,Success
FLIGHT-1238,7,20:48:58,20:52:59,4.02,2.41,1.54,Success
FLIGHT-1239,7,20:59:26,21:04:25,4.98,2.99,1.06,Success
FLIGHT-1240,7,21:09:53,21:13:31,3.63,2.18,1.02,Success
FLIGHT-1241,7,21:18:38,21:22:50,4.2,2.52,1.36,Success
FLIGHT-1242,7,21:30:10,21:34:36,4.43,2.66,1.63,Success
FLIGHT-1243,7,21:38:11,21:42:50,4.65,2.79,0.77,Success
FLIGHT-1244,7,21:45:16,21:47:03,1.78,1.07,1.48,Success
FLIGHT-1245,7,21:50:14,21:52:37,2.38,1.43,1.89,Success
FLIGHT-1246,7,21:55:14,21:59:50,4.6,2.76,1.09,Success
FLIGHT-1247,7,22:06:04,22:10:32,4.47,2.68,1.94,Success
FLIGHT-1248,7,22:12:35,22:16:51,4.27,2.56,1.95,Success
FLIGHT-1249,7,22:22:45,22:27:40,4.92,2.95,1.53,Success
FLIGHT-1250,7,22:32:25,22:34:49,2.4,1.44,0.57,Success
FLIGHT-1251,7,22:39:53,22:42:57,3.07,1.84,1.24,Success
FLIGHT-1252,7,22:50:54,22:54:27,3.55,2.13,1.96,Success
FLIGHT-1253,7,22:58:14,23:01:45,3.52,2.11,1.68,GCS_Disconnect_RTL
FLIGHT-1254,7,23:07:56,23:11:24,3.47,2.08,0.51,Success
FLIGHT-1255,7,23:16:22,23:19:57,3.58,2.15,1.09,Success
FLIGHT-1256,7,23:27:53,23:32:02,4.15,2.49,0.83,Success
FLIGHT-1257,7,23:35:08,23:37:53,2.75,1.65,1.23,Success
FLIGHT-1258,7,23:45:14,23:46:47,1.55,0.93,0.63,Success
FLIGHT-1259,7,23:52:17,23:54:55,2.63,1.58,1.58,Success
FLIGHT-1260,7,24:01:31,24:03:24,1.88,1.13,1.8,Success
FLIGHT-1261,7,24:10:47,24:13:57,3.17,1.9,0.6,Success
FLIGHT-1262,7,24:17:44,24:19:53,2.15,1.29,0.64,GCS_Disconnect_RTL
FLIGHT-1263,7,24:26:14,24:28:00,1.77,1.06,0.77,Success
FLIGHT-1264,7,24:34:17,24:37:03,2.77,1.66,1.11,Success
FLIGHT-1265,7,24:39:24,24:42:44,3.33,2,0.71,Success
FLIGHT-1266,7,24:48:19,24:50:57,2.63,1.58,1.54,Warning_HighWind
FLIGHT-1267,7,24:55:57,24:57:38,1.68,1.01,1.3,Success
FLIGHT-1268,8,0:05:13,0:08:50,3.62,2.17,0.91,Success
FLIGHT-1269,8,0:11:00,0:14:35,3.58,2.15,1.83,Success
FLIGHT-1270,8,0:19:16,0:21:52,2.6,1.56,0.58,Success
FLIGHT-1271,8,0:24:57,0:27:36,2.65,1.59,0.77,Success
FLIGHT-1272,8,0:32:54,0:35:02,2.13,1.28,1.89,Success
FLIGHT-1273,8,0:38:32,0:41:11,2.65,1.59,0.95,Warning_HighWind
FLIGHT-1274,8,0:48:45,0:52:07,3.37,2.02,1.75,Success
FLIGHT-1275,8,0:58:44,1:02:07,3.38,2.03,1.29,Success
FLIGHT-1276,8,1:08:59,1:11:32,2.55,1.53,1.32,Success
FLIGHT-1277,8,1:14:53,1:17:49,2.93,1.76,0.75,Success
FLIGHT-1278,8,1:22:24,1:23:55,1.52,0.91,1.29,Success
FLIGHT-1279,8,1:27:26,1:31:56,4.5,2.7,0.69,Success
FLIGHT-1280,8,1:39:45,1:42:12,2.45,1.47,1.43,Success
FLIGHT-1281,8,1:44:58,1:47:20,2.37,1.42,0.7,Success
FLIGHT-1282,8,1:50:12,1:54:04,3.87,2.32,1.18,Success
FLIGHT-1283,8,1:57:07,2:00:09,3.03,1.82,1.79,Success
FLIGHT-1284,8,2:02:11,2:04:44,2.55,1.53,1.4,Success
FLIGHT-1285,8,2:10:06,2:14:10,4.07,2.44,0.83,Success
FLIGHT-1286,8,2:17:15,2:20:15,3,1.8,0.64,Success
FLIGHT-1287,8,2:23:53,2:25:57,2.07,1.24,1.48,Warning_HighWind
FLIGHT-1288,8,2:29:20,2:34:04,4.73,2.84,0.82,Success
FLIGHT-1289,8,2:37:12,2:38:50,1.63,0.98,1.14,Success
FLIGHT-1290,8,2:40:59,2:44:22,3.38,2.03,0.97,Success
FLIGHT-1291,8,2:51:47,2:56:13,4.43,2.66,1.97,Success
FLIGHT-1292,8,3:03:58,3:05:53,1.92,1.15,0.97,Success
FLIGHT-1293,8,3:12:09,3:16:02,3.88,2.33,1.4,Success
FLIGHT-1294,8,3:21:29,3:23:53,2.4,1.44,1.24,Success
FLIGHT-1295,8,3:27:22,3:31:57,4.58,2.75,1.36,Success
FLIGHT-1296,8,3:38:20,3:41:26,3.1,1.86,1.33,Success
FLIGHT-1297,8,3:49:06,3:53:47,4.68,2.81,1.58,Success
FLIGHT-1298,8,3:59:55,4:02:57,3.03,1.82,1.32,Success
FLIGHT-1299,8,4:09:41,4:12:30,2.82,1.69,1.8,Success
FLIGHT-1300,8,4:19:56,4:23:56,4,2.4,1.09,Success
FLIGHT-1301,8,4:28:41,4:32:49,4.13,2.48,1.73,Success
FLIGHT-1302,8,4:36:19,4:41:13,4.9,2.94,0.54,Success
FLIGHT-1303,8,4:46:52,4:49:33,2.68,1.61,1.61,Success
FLIGHT-1304,8,4:54:16,4:57:30,3.23,1.94,0.69,Success
FLIGHT-1305,8,5:01:38,5:04:34,2.93,1.76,1.44,Success
FLIGHT-1306,8,5:07:40,5:09:15,1.58,0.95,1.37,Success
FLIGHT-1307,8,5:12:36,5:15:32,2.93,1.76,1.71,Success
FLIGHT-1308,8,5:17:55,5:21:16,3.35,2.01,0.95,Success
FLIGHT-1309,8,5:25:12,5:28:37,3.42,2.05,1.93,Success
FLIGHT-1310,8,5:35:47,5:38:31,2.73,1.64,0.83,Success
FLIGHT-1311,8,5:46:03,5:50:45,4.7,2.82,0.52,Warning_HighWind
FLIGHT-1312,8,5:53:00,5:55:28,2.47,1.48,1.47,Success
FLIGHT-1313,8,6:01:36,6:03:16,1.67,1,1.75,Success
FLIGHT-1314,8,6:10:40,6:14:30,3.83,2.3,1.98,Success
FLIGHT-1315,8,6:19:27,6:24:15,4.8,2.88,0.88,Warning_HighWind
FLIGHT-1316,8,6:26:40,6:30:50,4.17,2.5,0.66,Success
FLIGHT-1317,8,6:35:01,6:36:50,1.82,1.09,1.18,Warning_HighWind
FLIGHT-1318,8,6:38:50,6:43:27,4.62,2.77,0.78,Success
FLIGHT-1319,8,6:49:03,6:51:52,2.82,1.69,1.13,Success
FLIGHT-1320,8,6:54:13,6:57:29,3.27,1.96,1.6,Success
FLIGHT-1321,8,7:00:36,7:02:41,2.08,1.25,0.86,Success
FLIGHT-1322,8,7:05:02,7:07:37,2.58,1.55,1.52,Success
FLIGHT-1323,8,7:10:15,7:12:13,1.97,1.18,0.56,Success
FLIGHT-1324,8,7:16:51,7:19:33,2.7,1.62,1.14,Success
FLIGHT-1325,8,7:24:28,7:28:19,3.85,2.31,1.97,Warning_HighWind
FLIGHT-1326,8,7:30:20,7:32:30,2.17,1.3,1.67,Warning_HighWind
FLIGHT-1327,8,7:36:49,7:38:47,1.97,1.18,1.15,Success
FLIGHT-1328,8,7:46:23,7:49:38,3.25,1.95,1.17,Warning_HighWind
FLIGHT-1329,8,7:53:54,7:58:20,4.43,2.66,0.88,Success
FLIGHT-1330,8,8:03:24,8:05:22,1.97,1.18,1.45,Success
FLIGHT-1331,8,8:09:21,8:13:40,4.32,2.59,0.54,Success
FLIGHT-1332,8,8:18:31,8:23:28,4.95,2.97,1.9,Warning_HighWind
FLIGHT-1333,8,8:30:47,8:33:58,3.18,1.91,0.53,Warning_HighWind
FLIGHT-1334,8,8:36:55,8:40:16,3.35,2.01,2,Success
FLIGHT-1335,8,8:48:08,8:51:09,3.02,1.81,0.86,Success
FLIGHT-1336,8,8:54:17,8:58:25,4.13,2.48,1.02,Success
FLIGHT-1337,8,9:01:31,9:03:30,1.98,1.19,0.82,Success
FLIGHT-1338,8,9:09:42,9:11:41,1.98,1.19,0.64,Success
FLIGHT-1339,8,9:14:48,9:16:42,1.9,1.14,1.56,Warning_HighWind
FLIGHT-1340,8,9:20:51,9:25:29,4.63,2.78,0.72,Success
FLIGHT-1341,8,9:28:15,9:31:54,3.65,2.19,0.87,Success
FLIGHT-1342,8,9:35:39,9:37:52,2.22,1.33,1.42,Warning_HighWind
FLIGHT-1343,8,9:42:33,9:44:32,1.98,1.19,0.61,Success
FLIGHT-1344,8,9:46:34,9:48:29,1.92,1.15,1.45,Success
FLIGHT-1345,8,9:53:36,9:58:11,4.58,2.75,1.84,Success
FLIGHT-1346,8,10:00:21,10:03:33,3.2,1.92,1.87,Success
FLIGHT-1347,8,10:06:18,10:08:31,2.22,1.33,1.81,Success
FLIGHT-1348,8,10:14:45,10:18:19,3.57,2.14,0.98,Success
FLIGHT-1349,8,10:25:47,10:29:11,3.4,2.04,1.78,Success
FLIGHT-1350,8,10:34:37,10:38:14,3.62,2.17,0.72,GCS_Disconnect_RTL
FLIGHT-1351,8,10:40:39,10:42:35,1.93,1.16,1.18,GCS_Disconnect_RTL
FLIGHT-1352,8,10:47:21,10:51:58,4.62,2.77,1.58,Success
FLIGHT-1353,8,10:54:13,10:56:05,1.87,1.12,1.07,Success
FLIGHT-1354,8,10:59:50,11:03:16,3.43,2.06,1.74,Success
FLIGHT-1355,8,11:09:44,11:13:49,4.08,2.45,1.5,Success
FLIGHT-1356,8,11:19:50,11:23:16,3.43,2.06,1.44,Success
FLIGHT-1357,8,11:27:49,11:32:14,4.42,2.65,1.23,Success
FLIGHT-1358,8,11:34:59,11:37:18,2.32,1.39,1.18,Success
FLIGHT-1359,8,11:40:29,11:43:12,2.72,1.63,0.62,Success
FLIGHT-1360,8,11:47:41,11:49:16,1.58,0.95,1.23,Warning_HighWind
FLIGHT-1361,8,11:52:06,11:56:06,4,2.4,1.18,Success
FLIGHT-1362,8,12:01:38,12:05:25,3.78,2.27,1.67,Success
FLIGHT-1363,8,12:11:53,12:14:13,2.33,1.4,1.9,Success
FLIGHT-1364,8,12:18:12,12:22:48,4.6,2.76,1.5,Success
FLIGHT-1365,8,12:30:10,12:35:09,4.98,2.99,1.95,Success
FLIGHT-1366,8,12:39:27,12:42:57,3.5,2.1,1.58,Success
FLIGHT-1367,8,12:45:59,12:47:57,1.97,1.18,1.84,Success
FLIGHT-1368,8,12:52:49,12:57:46,4.95,2.97,1.98,Success
FLIGHT-1369,8,13:04:59,13:09:22,4.38,2.63,1.77,Success
FLIGHT-1370,8,13:17:12,13:19:23,2.18,1.31,1.89,Success
FLIGHT-1371,8,13:24:02,13:26:35,2.55,1.53,0.95,Success
FLIGHT-1372,8,13:29:05,13:32:29,3.4,2.04,1.11,Warning_HighWind
FLIGHT-1373,8,13:38:44,13:40:38,1.9,1.14,0.55,Success
FLIGHT-1374,8,13:47:31,13:50:27,2.93,1.76,0.7,Success
FLIGHT-1375,8,13:55:44,13:57:57,2.22,1.33,1.23,Warning_HighWind
FLIGHT-1376,8,14:02:44,14:06:24,3.67,2.2,1.74,Success
FLIGHT-1377,8,14:11:57,14:16:04,4.12,2.47,0.72,Warning_HighWind
FLIGHT-1378,8,14:23:50,14:28:33,4.72,2.83,1.31,Success
FLIGHT-1379,8,14:33:17,14:36:41,3.4,2.04,1.94,Success
FLIGHT-1380,8,14:40:50,14:44:04,3.23,1.94,0.52,Success
FLIGHT-1381,8,14:47:01,14:50:43,3.7,2.22,1.93,Warning_HighWind
FLIGHT-1382,8,14:57:59,15:00:06,2.12,1.27,1.5,Success
FLIGHT-1383,8,15:02:31,15:07:18,4.78,2.87,0.99,Success
FLIGHT-1384,8,15:13:38,15:15:20,1.7,1.02,0.82,Success
FLIGHT-1385,8,15:22:10,15:24:55,2.75,1.65,1.64,Success
FLIGHT-1386,8,15:29:59,15:34:23,4.4,2.64,0.68,Success
FLIGHT-1387,8,15:37:31,15:40:44,3.22,1.93,1.63,Success
FLIGHT-1388,8,15:42:59,15:46:24,3.42,2.05,1.13,Success
FLIGHT-1389,8,15:52:39,15:56:00,3.35,2.01,1.81,Success
FLIGHT-1390,8,16:00:57,16:03:43,2.77,1.66,1.94,Warning_HighWind
FLIGHT-1391,8,16:11:01,16:13:39,2.63,1.58,0.85,Success
FLIGHT-1392,8,16:20:43,16:24:38,3.92,2.35,1.8,Success
FLIGHT-1393,8,16:26:53,16:31:52,4.98,2.99,1.18,Success
FLIGHT-1394,8,16:38:40,16:42:42,4.03,2.42,0.79,Success
FLIGHT-1395,8,16:47:47,16:51:38,3.85,2.31,1.29,Success
FLIGHT-1396,8,16:54:54,16:59:53,4.98,2.99,1.24,Success
FLIGHT-1397,8,17:02:10,17:04:52,2.7,1.62,1,Success
FLIGHT-1398,8,17:10:30,17:13:09,2.65,1.59,1.69,Success
FLIGHT-1399,8,17:18:24,17:21:07,2.72,1.63,0.86,Warning_HighWind
FLIGHT-1400,8,17:26:44,17:31:22,4.63,2.78,1.19,Success
FLIGHT-1401,8,17:37:53,17:39:38,1.75,1.05,1.33,Success
FLIGHT-1402,8,17:44:35,17:48:55,4.33,2.6,1.07,Success
FLIGHT-1403,8,17:55:37,17:59:34,3.95,2.37,1.6,Success
FLIGHT-1404,8,18:05:52,18:10:39,4.78,2.87,0.93,Success
FLIGHT-1405,8,18:17:39,18:22:03,4.4,2.64,0.58,Success
